ticker,name,sector,score,classification,roic,revenue_cagr_3yr,gross_margin,operating_margin,net_debt_to_ebitda,fcf_margin,dcf_upside_pct,current_price,dcf_intrinsic_value,shares_outstanding,red_flag_count,bottom_line,run_date
PH,Parker-Hannifin Corporation,Industrials,79.6,Attractive Quality,0.16124563998029848,0.07763353923653371,0.3685138539042821,0.20453400503778338,1.6260372487553014,0.16831234256926952,-0.428421910072848,844.63,482.77200209517036,126086389.0,0,Attractive Quality / DCF: overvalued,2026-05-31
PAYX,"Paychex, Inc.",Technology,74.3,Attractive Quality,0.23107953409397533,0.06506364053715852,0.7235314177001633,0.3962345424197283,1.3624939778384455,0.3067465943966832,-0.1431600535728797,96.98,83.09633800450213,358290881.0,1,Attractive Quality / DCF: fair,2026-05-31
PAYC,"Paycom Software, Inc.",Technology,84.7,Elite Compounder,0.31193150544931,0.14265729931464977,0.8316518009455574,0.27645367256421505,-0.3500187711175072,0.19666617926597454,1.4279887566850702,139.67,339.1171896462037,46627098.0,2,Elite Compounder / DCF: undervalued,2026-05-31
PNR,Pentair plc.,Industrials,72.7,Attractive Quality,0.13043402617195385,0.004364124986398155,0.4047653256704981,0.22291666666666668,1.7637770241627808,0.17863984674329503,1.261888147878343,70.84,160.23215639570182,161605541.0,1,Attractive Quality / DCF: undervalued,2026-05-31
PEP,"Pepsico, Inc.",Consumer Defensive,62.5,Neutral — Monitor,0.15013210183980505,0.028259092561689236,0.541485227575193,0.143635879691243,2.621244290034099,0.08168219323928666,0.43730845965677667,144.19,207.24550679791062,1366768315.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
PFE,"Pfizer, Inc.",Healthcare,51.7,Neutral — Monitor,0.06378291451403609,-0.14797605157261928,0.7432525288035923,0.2523849853784816,3.743013763927784,0.14501669889259974,0.21028117355106707,26.18,31.685161123566935,5699444169.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
PCG,Pacific Gas & Electric Co.,Utilities,46.1,Fails Quality Screen,0.03510658852321762,0.04773157336794509,0.39582915580509326,0.19446561058752757,6.0111056023797715,-0.12316021656306396,,16.34,,2202224728.0,5,Fails Quality Screen / DCF: unknown,2026-05-31
PM,Philip Morris International Inc,Consumer Defensive,83.0,Elite Compounder,0.35947651273373826,0.08570152245500418,0.6711769336744735,0.36737354851407206,2.5174941304472314,0.2623499311159221,0.20813664320410702,177.38,214.2992777715445,1558558846.0,0,Elite Compounder / DCF: undervalued,2026-05-31
PSX,Phillips 66,Energy,43.3,Fails Quality Screen,0.10853184936172938,-0.0799841840778086,0.09844684837130598,0.025540883543844806,1.9063236650609818,0.020615519429503838,-0.6375963025642051,175.88,63.7395623050076,400935020.0,1,Fails Quality Screen / DCF: overvalued,2026-05-31
PNW,Pinnacle West Capital Corporati,Utilities,43.2,Fails Quality Screen,0.04691133641574716,0.07284582276575913,0.41600737386700487,0.19993299548927432,6.710493006415168,-0.15347047971896308,,99.74,,121187166.0,4,Fails Quality Screen / DCF: unknown,2026-05-31
POOL,Pool Corporation,Industrials,55.1,Neutral — Monitor,0.16880268973661547,-0.05053506371958916,0.2972849830112928,0.1096919194554539,2.2634498717175604,0.058516322090461745,-0.6315576925937451,181.4,66.83543456349466,36443003.0,0,Neutral — Monitor / DCF: overvalued,2026-05-31
PPG,"PPG Industries, Inc.",Basic Materials,71.5,Attractive Quality,0.12626858257854318,0.005541161450504539,0.41316535433070867,0.13662992125984252,2.037313432835821,0.07325984251968504,0.6480246009925569,112.98,186.19381942013908,222900000.0,0,Attractive Quality / DCF: undervalued,2026-05-31
PPL,PPL Corporation,Utilities,47.8,Fails Quality Screen,0.05488793085586735,0.045945748857909585,0.42733908427339085,0.2354567573545676,4.945616883116883,-0.15494359654943596,,35.39,,752350362.0,5,Fails Quality Screen / DCF: unknown,2026-05-31
PG,Procter & Gamble Company (The),Consumer Defensive,78.0,Attractive Quality,0.21652711660336976,0.01674893047051751,0.5116036258364577,0.24264391818138675,1.083023284979725,0.16662711783968487,0.034626085540013285,143.56,148.5309208401243,2328598978.0,0,Attractive Quality / DCF: fair,2026-05-31
PLD,"Prologis, Inc.",Real Estate,49.0,Fails Quality Screen,0.05134612566685473,0.13741104437395912,0.7457768243849037,0.3884246496097269,4.68739792304227,0.5697794810018103,-0.4725965331296146,143.47,75.6665753918942,932338000.0,4,Fails Quality Screen / DCF: overvalued,2026-05-31
PEG,Public Service Enterprise Group,Utilities,49.0,Fails Quality Screen,0.07555886453089665,0.07480837487525593,0.3482084155161078,0.24490466798159105,5.020859407592824,0.002136752136752137,,78.65,0,498321402.0,3,Fails Quality Screen / DCF: unknown,2026-05-31
PTC,PTC Inc.,Technology,81.8,Elite Compounder,0.15779580395475903,0.12315411374311114,0.8375515565345831,0.3643467169193049,1.0466532228159335,0.3127481996739225,0.9893821429001295,138.73,275.98698468453495,115505791.0,1,Elite Compounder / DCF: undervalued,2026-05-31
PSA,Public Storage,Real Estate,60.3,Neutral — Monitor,0.1037110596930324,0.048750479098311095,0.7284526709884284,0.46858168537926037,3.0608011548488836,0.6005396225171342,-0.22181470594455752,303.69,236.32709195169733,175545748.0,0,Neutral — Monitor / DCF: overvalued,2026-05-31
PHM,"PulteGroup, Inc.",Consumer Cyclical,49.0,Fails Quality Screen,0.16671395863804844,0.026553866296244344,0.26412987604575866,0.17205355167034014,0.1044195721974995,0.10100148723832603,2.305533863647481,118.18,390.64799200585935,190486353.0,3,Fails Quality Screen / DCF: undervalued,2026-05-31
QRVO,"Qorvo, Inc.",Technology,49.0,Fails Quality Screen,0.10722881497351003,0.010088027015206169,0.4589083046238471,0.13423697647720534,0.449905695860975,0.1847377625276708,-0.19644869915819602,103.56,83.21577271517722,88013673.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
PWR,"Quanta Services, Inc.",Industrials,65.0,Attractive Quality,0.08382818849615124,0.18595310976676038,0.1501097782044521,0.055726611136347415,2.334551082406747,0.05691127963896526,-0.43752386411687566,711.73,400.3311401920961,150060149.0,1,Attractive Quality / DCF: overvalued,2026-05-31
QCOM,QUALCOMM Incorporated,Technology,49.0,Fails Quality Screen,0.402904670977233,0.0006330832838727929,0.5542859723602204,0.2798753500135489,0.6223457699778954,0.28949507722879597,-0.21345042005483272,251.02,197.4396755578359,1054000000.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
DGX,Quest Diagnostics Incorporated,Healthcare,57.7,Neutral — Monitor,0.09258957345074852,0.03743568077946513,0.3321250566379701,0.14100589034888988,2.8475750577367207,0.12315360217489806,0.24251212537752073,194.9,242.1656132360788,110696429.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
RL,Ralph Lauren Corporation,Consumer Cyclical,87.2,Elite Compounder,0.25202543565307295,0.07988555170505496,0.6986505638055333,0.15987429909421405,0.6972489589733087,0.08686918479265512,1.591926182064793,363.9,943.2019376533781,37635070.0,0,Elite Compounder / DCF: undervalued,2026-05-31
RTX,RTX Corporation,Industrials,68.8,Attractive Quality,0.09123636990376537,0.09723101071987417,0.20077198288996986,0.10496258591695541,2.145791516124716,0.08406035913005203,0.8055180445445772,179.66,324.37937188287873,1346683428.0,0,Attractive Quality / DCF: undervalued,2026-05-31
O,Realty Income Corporation,Real Estate,49.0,Fails Quality Screen,0.030982718526355684,0.1980234435312218,0.9254180061596239,0.4511485331367207,6.04096429749013,0.6948151077934183,2.443439039494416,61.28,211.01394434021782,932492530.0,4,Fails Quality Screen / DCF: undervalued,2026-05-31
REG,Regency Centers Corporation,Real Estate,57.1,Neutral — Monitor,0.04863543787348575,0.08270360067960159,0.7057277518725169,0.37531766487032064,4.630726064693437,0.5327835295753397,0.2977128543198843,77.35,100.37808928164304,183096790.0,2,Neutral — Monitor / DCF: undervalued,2026-05-31
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,69.9,Attractive Quality,0.1552741678067063,0.05620358857997587,0.8535372902272205,0.25810679848566187,-0.07084665360420749,0.2625131598212356,1.002904127044443,614.78,1231.3453992243826,103021886.0,1,Attractive Quality / DCF: undervalued,2026-05-31
RSG,"Republic Services, Inc.",Industrials,71.0,Attractive Quality,0.10089215167150302,0.07084929833650078,0.4195648243023326,0.2002290398408776,2.6942700156985873,0.14519920438792117,0.3783249158348658,200.44,276.2714461299405,307664087.0,0,Attractive Quality / DCF: undervalued,2026-05-31
RMD,ResMed Inc.,Healthcare,91.4,Elite Compounder,0.24456210972553497,0.12879187738214926,0.5936214313626009,0.3278831679370549,-0.18595885514024765,0.32080083523647057,3.17282172973297,190.57,795.2146370352121,145056384.0,0,Elite Compounder / DCF: undervalued,2026-05-31
RVTY,"Revvity, Inc.",Healthcare,46.0,Fails Quality Screen,0.03315355249463884,-0.04815480072764722,0.5477370677204294,0.12486996905867577,3.236276478776498,0.1783620110425199,-0.596993899937713,104.55,42.1342877615121,111559773.0,2,Fails Quality Screen / DCF: overvalued,2026-05-31
ROK,"Rockwell Automation, Inc.",Industrials,62.1,Neutral — Monitor,0.13134832374767275,0.02438220649270817,0.48141932390314074,0.17058259410213378,2.2739628040057225,0.16279069767441862,-0.553171641411425,451.06,201.54639942496263,111273953.0,0,Neutral — Monitor / DCF: overvalued,2026-05-31
ROL,"Rollins, Inc.",Consumer Cyclical,80.2,Elite Compounder,0.23375823447400715,0.1173929088277419,0.5275239627231757,0.19304928145065872,1.098068665508506,0.17282966192951438,-0.1721545222677546,47.6,39.40544474005488,481463663.0,0,Elite Compounder / DCF: overvalued,2026-05-31
ROP,"Roper Technologies, Inc.",Technology,61.8,Neutral — Monitor,0.06144828181167039,0.13731706743631933,0.6924391015501423,0.28287250869977854,2.8651600037983096,0.30820626384055677,5.663224291819967,325.53,2169.0794037161536,100917359.0,1,Neutral — Monitor / DCF: undervalued,2026-05-31
ROST,"Ross Stores, Inc.",Consumer Cyclical,80.2,Elite Compounder,0.3209319611260753,0.06761774010986832,0.2770614559404892,0.11900177925298451,0.18231238327890037,0.09703532998903455,0.12657631239309394,231.73,261.06152887085165,322148148.0,1,Elite Compounder / DCF: fair,2026-05-31
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,77.0,Attractive Quality,0.16311165871923705,0.2659259431555814,0.4935318389650942,0.27378164380506304,2.9944938585345193,0.06891937102709936,-0.9270208604906346,284.63,20.77205247855069,268194978.0,1,Attractive Quality / DCF: overvalued,2026-05-31
CRM,"Salesforce, Inc.",Technology,75.5,Attractive Quality,0.10446221962583357,0.09820006113830493,0.7767609873570138,0.21473810957254666,0.7849059611093402,0.34682721252257676,2.2700972113892783,191.1,624.9155770964911,819000000.0,1,Attractive Quality / DCF: undervalued,2026-05-31
SBAC,SBA Communications Corporation,Real Estate,73.9,Attractive Quality,0.15006521356338173,0.02248756625700632,0.7545513738397998,0.5521116364058756,7.485772392085884,0.3788477229721161,-0.6210385669546027,203.16,76.98980473750291,106063017.0,1,Attractive Quality / DCF: overvalued,2026-05-31
SLB,SLB Limited,Energy,61.8,Neutral — Monitor,0.11292666559487628,0.08326017106596773,0.18222807214069675,0.15285090175870952,1.235987352687554,0.1272263918449647,1.6863195365439183,54.55,146.53873071847073,1495057661.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
STX,Seagate Technology Holdings PLC,Technology,66.5,Attractive Quality,0.4772117228156669,-0.0794356906329795,0.3517643179070023,0.21050895899747168,1.9683453237410071,0.08991975376497746,-0.9948226159340049,879.8,4.555062501262442,224228992.0,2,Attractive Quality / DCF: overvalued,2026-05-31
SRE,DBA Sempra,Utilities,35.5,Fails Quality Screen,0.02837572595139057,-0.017312084045800646,0.4661363304627062,0.2247847029630711,6.64741641337386,-0.44132243468106847,,89.13,,653690046.0,5,Fails Quality Screen / DCF: unknown,2026-05-31
NOW,"ServiceNow, Inc.",Technology,49.0,Fails Quality Screen,0.15575047311705642,0.22376517864742618,0.7753426720891701,0.13737008585630367,-0.4377895433487756,0.3413917758698599,0.9736899548516176,124.37,245.4678196848957,1031308000.0,3,Fails Quality Screen / DCF: undervalued,2026-05-31
SHW,Sherwin-Williams Company (The),Basic Materials,73.9,Attractive Quality,0.16963069504796577,0.021007379883363875,0.48847685827362847,0.16105250208913943,2.8426597620588825,0.112580225075612,-0.16979274466005143,303.84,252.25017246248996,246635621.0,0,Attractive Quality / DCF: overvalued,2026-05-31
SPG,"Simon Property Group, Inc.",Real Estate,76.3,Attractive Quality,0.18038947975289404,0.0634817964117913,0.818993307413538,0.49892269705185244,3.5771533148385646,0.5031349649344293,-0.6849147766986905,204.91,64.56411310667134,324281912.0,0,Attractive Quality / DCF: overvalued,2026-05-31
SWKS,"Skyworks Solutions, Inc.",Technology,48.3,Fails Quality Screen,0.08675494793717002,-0.09344825684967506,0.41158335168465093,0.12826347598424234,0.04110936270653029,0.26325576843084,-0.10893338087006173,77.85,69.36953629926569,150405963.0,4,Fails Quality Screen / DCF: fair,2026-05-31
SJM,The J.M. Smucker Company,Consumer Defensive,37.6,Fails Quality Screen,-0.035721102579754825,0.02942957086787823,0.38788233002142997,0.189603602984151,,0.09358132499054561,1.37911731827102,103.2,245.52490724556924,106648319.0,5,Fails Quality Screen / DCF: undervalued,2026-05-31
SNA,Snap-On Incorporated,Industrials,75.2,Attractive Quality,0.1928267390604818,0.02113673668415572,0.517290199957332,0.2575008242664029,-0.2239881473499899,0.19505052268187195,0.512874997298207,371.21,561.5943277470674,51801916.0,0,Attractive Quality / DCF: undervalued,2026-05-31
SOLV,Solventum Corporation,Healthcare,40.3,Fails Quality Screen,0.10760100057045642,0.007931997022665449,0.5346546546546547,0.07591591591591591,1.6308356218124755,-0.0012012012012012011,,74.95,,173174712.0,6,Fails Quality Screen / DCF: unknown,2026-05-31
SO,Southern Company (The),Utilities,46.5,Fails Quality Screen,0.06262336977043827,0.003109733900695355,0.4846885256995906,0.24650627685852536,5.077171094133314,-0.0993130985009982,,92.05,,1127301098.0,4,Fails Quality Screen / DCF: unknown,2026-05-31
LUV,Southwest Airlines Company,Industrials,34.7,Disqualified,0.047812513927548386,0.056251281802036646,0.1744289634037701,0.015251398638777038,1.2298747763864042,-0.029611944553326445,,42.95,,488773713.0,5,Disqualified / DCF: unknown,2026-05-31
SWK,"Stanley Black & Decker, Inc.",Industrials,45.9,Fails Quality Screen,0.05138760414654239,-0.037097214175564996,0.30325040977105694,0.08297202982075821,3.951818056131619,0.045464759689102734,-0.6543876444850486,79.42,27.448533274997448,155455564.0,2,Fails Quality Screen / DCF: overvalued,2026-05-31
SBUX,Starbucks Corporation,Consumer Cyclical,47.8,Fails Quality Screen,0.15160940958545827,0.048597955054982656,0.22771108314239305,0.09629844773614742,4.8516406023146805,0.06567270145544905,-0.8135455879229099,99.16,18.488819501564258,1139700000.0,4,Fails Quality Screen / DCF: overvalued,2026-05-31
STLD,"Steel Dynamics, Inc.",Basic Materials,42.2,Fails Quality Screen,0.09797220784212045,-0.06533213396467008,0.13160797401887628,0.08796879897270009,1.6275437428230366,0.02759094243301312,-0.9718121542202737,260.15,7.333068079595794,144212781.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
STE,STERIS plc (Ireland),Healthcare,67.1,Attractive Quality,0.07986082721965433,0.08934099202562651,0.4401057603102107,0.17599365511405318,1.4947114227527687,0.14250276810302748,0.19492361612756887,212.73,254.19610085881772,98075025.0,1,Attractive Quality / DCF: undervalued,2026-05-31
SYK,Stryker Corporation,Healthcare,76.8,Attractive Quality,0.12842814245457132,0.10830480093614558,0.6396321070234113,0.2014253862079949,1.8764649984162178,0.17052874661570314,0.5821136334955007,305.09,482.68704844314226,383360762.0,0,Attractive Quality / DCF: undervalued,2026-05-31
SMCI,"Super Micro Computer, Inc.",Technology,49.0,Fails Quality Screen,0.1854179414735969,0.6170781210288652,0.11059154174200105,0.057026743349571245,-0.2940737671572295,0.0697390802366025,1.4805149915221458,46.09,114.3269359592557,601418482.0,4,Fails Quality Screen / DCF: undervalued,2026-05-31
SNPS,"Synopsys, Inc.",Technology,48.2,Fails Quality Screen,0.043181277760717174,0.15186745455184925,0.7698457566565516,0.1297000160755796,4.56160598263969,0.1912560187735552,-0.8180278497689301,475.62,86.54959409290147,191479325.0,5,Fails Quality Screen / DCF: overvalued,2026-05-31
SYY,Sysco Corporation,Consumer Defensive,62.6,Neutral — Monitor,0.15364980417912838,0.058369827149891584,0.1839621482118717,0.0379501044611036,3.245406189555126,0.0197124247265577,0.15873120616893285,75.81,87.8434127396668,478182608.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
TMUS,"T-Mobile US, Inc.",Communication Services,69.2,Attractive Quality,0.07906904983517969,0.03534093085617829,0.6288713494660794,0.2101371321156394,3.69644837309508,0.1746934061080977,1.9219256662625652,187.53,547.9487201942188,1082204717.0,0,Attractive Quality / DCF: undervalued,2026-05-31
TTWO,"Take-Two Interactive Software, ",Communication Services,31.1,Disqualified,-0.005856368178402421,0.07555159639473397,0.5723363980530016,-0.016315125292951146,1.1379782521143778,0.06933177092722793,-0.8515789773762799,224.16,33.27005643133311,185666663.0,6,Disqualified / DCF: overvalued,2026-05-31
TPR,"Tapestry, Inc.",Consumer Cyclical,45.6,Fails Quality Screen,0.06746800599696519,0.016008836697691153,0.7544039824839175,0.18112314034261914,5.317629179331307,0.15603292110630892,-0.5369476908177933,145.46,67.3555888936438,202044714.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
TRGP,"Targa Resources, Inc.",Energy,65.6,Attractive Quality,0.13199190638197889,-0.06645468273311061,0.2939342153943729,0.19562727929388135,3.5752188690905347,0.03430172125226828,,255.07,0,214643903.0,1,Attractive Quality / DCF: unknown,2026-05-31
TGT,Target Corporation,Consumer Defensive,58.8,Neutral — Monitor,0.1311798919980406,-0.013437328806924498,0.2793376598587517,0.048835655659477,1.7735442127965493,0.027056690208054974,-0.29429203063429454,127.07,89.67431166730019,454177135.0,1,Neutral — Monitor / DCF: overvalued,2026-05-31
TEL,TE Connectivity plc,Technology,68.3,Attractive Quality,0.16238256158861084,0.019694347779123156,0.3521608156644653,0.19603753910323254,1.1082787084243748,0.18555207971266366,0.13341799186555156,213.41,241.88273364402735,291895799.0,1,Attractive Quality / DCF: fair,2026-05-31
TDY,Teledyne Technologies Incorpora,Technology,57.4,Neutral — Monitor,0.07859090128676151,0.03859891847624208,0.4275762828269614,0.18801713706380613,1.53629898013956,0.1756221996925794,0.5723986182218771,619.83,974.6198355324661,46329138.0,1,Neutral — Monitor / DCF: undervalued,2026-05-31
TFX,Teleflex Incorporated,Healthcare,28.3,Disqualified,0.013681921495476038,-0.10622916428555451,0.562426199859187,0.1283697150568095,7.758632658323251,0.12316926722513478,-0.6063773107469251,128.64,50.63562274551554,44270211.0,6,Disqualified / DCF: overvalued,2026-05-31
TER,"Teradyne, Inc.",Technology,65.9,Attractive Quality,0.2052961079840194,0.003681989032964239,0.582235431457569,0.21586201232341826,-0.0133386288569663,0.14119204118840487,-0.9349769930991461,374.31,24.338761713058663,156542162.0,1,Attractive Quality / DCF: overvalued,2026-05-31
TSLA,"Tesla, Inc.",Consumer Cyclical,41.5,Fails Quality Screen,0.0533357532772264,0.051943257367141005,0.18026511436616155,0.05113522519957396,-0.15249914994899694,0.06559313275754795,-0.9638133879389325,435.79,15.769763670092624,3755723871.0,5,Fails Quality Screen / DCF: overvalued,2026-05-31
TXN,Texas Instruments Incorporated,Technology,64.5,Neutral — Monitor,0.2023209788711623,-0.040677564911326236,0.5702409229725144,0.34724578667571543,1.3115608337372757,0.1472118538626852,-0.9467054677493266,305.68,16.29107261838586,910092791.0,1,Neutral — Monitor / DCF: overvalued,2026-05-31
TXT,Textron Inc.,Industrials,57.6,Neutral — Monitor,0.110138018721798,0.04768129392975795,0.18210689911480504,0.06763970538549902,1.1135817307692308,0.06277451179133725,-0.034592352873667624,91.76,88.58580570031226,173888981.0,2,Neutral — Monitor / DCF: fair,2026-05-31
TMO,Thermo Fisher Scientific Inc,Healthcare,57.5,Neutral — Monitor,0.09656229419641542,-0.0026639607700198464,0.4093408443117804,0.18201404941984425,2.566524724080994,0.14123482281123056,-0.602079631995713,492.51,195.97976044579138,371621465.0,0,Neutral — Monitor / DCF: overvalued,2026-05-31
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,82.0,Elite Compounder,0.31753798144945117,0.06530493123671799,0.30963029218843174,0.11889617703571193,0.8421113689095128,0.08144504074736633,0.17353382959239924,154.75,181.60436012942378,1105814263.0,0,Elite Compounder / DCF: undervalued,2026-05-31
TSCO,Tractor Supply Company,Consumer Cyclical,59.0,Neutral — Monitor,0.13693101016442152,0.030047957019021077,0.3642418993089817,0.09452361839175173,2.9309605383909454,0.04769948504404071,0.45837845704496005,31.53,45.98267275062759,524449616.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
TT,Trane Technologies plc,Industrials,87.6,Elite Compounder,0.275791560784357,0.10063610722538807,0.3616094250512384,0.18607159774691748,0.6660594170403588,0.13185973107462282,-0.1255090053894611,451.3,394.6577858677362,221055477.0,0,Elite Compounder / DCF: fair,2026-05-31
TDG,Transdigm Group Incorporated,Industrials,74.3,Attractive Quality,0.1847853161073344,0.17606144961795578,0.6014041444909977,0.4743517155475031,5.9592819614711035,0.20563922545578078,0.27380991677124183,1258.32,1602.860494471589,55933583.0,2,Attractive Quality / DCF: undervalued,2026-05-31
TRMB,Trimble Inc.,Technology,49.0,Fails Quality Screen,0.06790271254967575,-0.008135718177214146,0.6907423410364341,0.17040671256934184,1.4531070562715325,0.10060491177208486,-0.8027812462627338,56.41,11.125109898319177,233111519.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
TYL,"Tyler Technologies, Inc.",Technology,76.5,Attractive Quality,0.10034162194075595,0.08024951917670409,0.46464066131010057,0.15335499969987224,-0.68631771963835,0.2661490177246885,0.6513085364144043,313.15,517.1072681781707,41140555.0,1,Attractive Quality / DCF: undervalued,2026-05-31
TSN,"Tyson Foods, Inc.",Consumer Defensive,33.3,Disqualified,0.03569439203636821,0.00719878201118096,0.06542862915817123,0.02646902150952407,2.947266382318728,0.021619735126099816,1.3598913917713067,61.02,144.00057272588515,282120397.0,4,Disqualified / DCF: undervalued,2026-05-31
UBER,"Uber Technologies, Inc.",Technology,73.0,Attractive Quality,0.11694152923538231,0.17730580736694201,0.39754311090604993,0.10698425514735567,0.7120366394733075,0.18768864025222523,2.8478773390843513,70.4,270.89056467153836,2035599013.0,0,Attractive Quality / DCF: undervalued,2026-05-31
UDR,"UDR, Inc.",Real Estate,62.1,Neutral — Monitor,0.061465438786892035,0.041108595032072204,0.27105203066955474,0.18826829377971485,4.685522368022578,0.3585469279344888,-0.2554528683712051,36.9,27.47378915710253,324915653.0,2,Neutral — Monitor / DCF: overvalued,2026-05-31
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,72.2,Attractive Quality,0.25740185453945363,0.06676379680111233,0.39097025535753765,0.12497663969943887,0.9503850863842429,0.08617497873768844,-0.20149229777319713,508.85,406.32064427810866,43560416.0,0,Attractive Quality / DCF: overvalued,2026-05-31
UNP,Union Pacific Corporation,Industrials,67.8,Attractive Quality,0.16188926616820518,-0.004915242301498868,0.45777233782129745,0.40171358629130965,2.4386398763523958,0.2243574051407589,-0.6758782554059573,262.64,85.12733500017939,593713213.0,0,Attractive Quality / DCF: overvalued,2026-05-31
UAL,"United Airlines Holdings, Inc.",Industrials,68.5,Attractive Quality,0.10359293016967562,0.09529134601036815,0.2877941425427459,0.08417132216014897,2.9831193533048026,0.04328762485187066,1.890084884418293,114.8,331.78174473122004,324569728.0,0,Attractive Quality / DCF: undervalued,2026-05-31
UPS,"United Parcel Service, Inc.",Industrials,51.4,Neutral — Monitor,0.1635708516475067,-0.04040260188163358,0.18080102863716854,0.08873123470296974,1.903496268969565,0.05374403627299489,-0.42107898863349225,106.69,61.76508270269271,746581816.0,1,Neutral — Monitor / DCF: overvalued,2026-05-31
URI,"United Rentals, Inc.",Industrials,49.0,Fails Quality Screen,0.12626553641082827,0.11409895911958845,0.38163861109385677,0.24684763028759552,2.123848087126501,0.04112056649481334,,995.67,0,62646557.0,5,Fails Quality Screen / DCF: unknown,2026-05-31
UNH,UnitedHealth Group Incorporated,Healthcare,48.5,Fails Quality Screen,0.09962540733336056,0.11352161443193465,0.1852616479767275,0.04237130977038075,2.34275802254987,0.035916410280471975,0.2100207183240092,380.31,460.18297938580395,908144404.0,2,Fails Quality Screen / DCF: undervalued,2026-05-31
UHS,"Universal Health Services, Inc.",Healthcare,76.0,Attractive Quality,0.1321771543440912,0.09025656499826118,0.9044615411991676,0.11483067296545219,1.8331926794867635,0.04748391130140124,7.086607628653432,146.11,1181.5342406225532,53287606.0,0,Attractive Quality / DCF: undervalued,2026-05-31
VLO,Valero Energy Corporation,Energy,47.2,Fails Quality Screen,0.0899805555355215,-0.11397235202184985,0.04376176775045441,0.035146348023833006,1.0440541747283822,0.04099863881258813,0.11123667839769494,244.82,272.05296360532367,296932782.0,1,Fails Quality Screen / DCF: fair,2026-05-31
VTR,"Ventas, Inc.",Real Estate,49.0,Fails Quality Screen,0.020625947480033036,0.12210436341766595,0.4137936708730575,0.14698781963599464,5.494540047431136,0.17177141505455967,-0.3121057647450605,84.42,58.07203134022199,486169723.0,3,Fails Quality Screen / DCF: overvalued,2026-05-31
VLTO,Veralto Corp,Industrials,74.8,Attractive Quality,0.24599048791746786,0.0415741282156441,0.599491186625477,0.2320552425949482,0.629547141796585,0.18426312920225332,-0.06576157512590206,82.23,76.82242567739708,245599266.0,0,Attractive Quality / DCF: fair,2026-05-31
VRSN,"VeriSign, Inc.",Technology,63.3,Neutral — Monitor,-1.3295695541695711,0.05150438997980311,0.881504285886756,0.6766871906314137,1.2663380640775048,0.6448750452734516,-0.016062847203805262,285.38,280.79598466497805,91000000.0,2,Neutral — Monitor / DCF: fair,2026-05-31
VRSK,"Verisk Analytics, Inc.",Industrials,78.8,Attractive Quality,0.3430046179565535,0.07160288137517012,0.6987991017671754,0.43736778728805287,1.6311342800647133,0.38789989260259705,0.6444214916500437,174.99,287.75731682384117,131021840.0,1,Attractive Quality / DCF: undervalued,2026-05-31
VZ,Verizon Communications Inc.,Communication Services,59.1,Neutral — Monitor,0.08565545852257067,0.003292396665705022,0.5892279526163064,0.2117286943433364,3.4076286283139474,0.1423826443111346,6.929016926902852,47.81,379.0862992752254,4175558910.0,0,Neutral — Monitor / DCF: undervalued,2026-05-31
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,76.5,Attractive Quality,0.24030837241662617,0.10352183400647985,0.8624065726212994,0.3794922216759851,-0.6276431785956477,0.26612117020656095,0.10826326532664536,447.54,495.9921417642869,253805417.0,1,Attractive Quality / DCF: fair,2026-05-31
VTRS,Viatris Inc.,Healthcare,29.1,Disqualified,-0.06822468837785586,-0.04196777704087673,0.3505968573206806,0.017727396695081783,,0.12942747851383576,0.6476523960393616,16.26,26.790827959600023,1164552654.0,6,Disqualified / DCF: undervalued,2026-05-31
VICI,VICI Properties Inc.,Real Estate,66.5,Attractive Quality,0.07749468039296054,0.15490054932774422,0.993327701943728,0.912430144309351,4.6688078446553245,0.6262065302153008,1.8142820338046792,28.22,79.41903899396804,1076780187.0,2,Attractive Quality / DCF: undervalued,2026-05-31
VMC,Vulcan Materials Company (Holdi,Basic Materials,67.8,Attractive Quality,0.09477831206152347,0.027743692765690886,0.2738411555074234,0.1973530115475186,1.9942311770943797,0.14296508040447797,-0.22639890487088574,282.92,218.86722183392902,129754885.0,1,Attractive Quality / DCF: overvalued,2026-05-31
WAB,Westinghouse Air Brake Technolo,Industrials,71.2,Attractive Quality,0.0859522373834326,0.10122345018267498,0.3408256469956121,0.16056237127249934,2.1007036059806508,0.13423479896122503,-0.07652820025172534,261.16,241.17389522225943,169677346.0,1,Attractive Quality / DCF: fair,2026-05-31
